timestamp_unix,elapsed_s,controller_id,kd_applied,tau_max_nm,watchdog_s,position_rev,velocity_rps,velocity_rpm,measured_torque_nm
1775350484.470787,2.252384,1,1.160000,0.600000,0.100000,-0.471054077,-0.006126997,-0.367619796,0.000000000
1775350484.477059,2.258655,1,1.160000,0.600000,0.100000,-0.470977783,0.016906092,1.014365517,0.002668460
1775350484.483407,2.265004,1,1.160000,0.600000,0.100000,-0.470993042,-0.008209318,-0.492559075,0.000000000
1775350484.490016,2.271613,1,1.160000,0.600000,0.100000,-0.471191406,-0.011493492,-0.689609516,0.001494414
1775350484.496621,2.278218,1,1.160000,0.600000,0.100000,-0.470962524,0.020323917,1.219435036,-0.001037495
1775350484.503030,2.284627,1,1.160000,0.600000,0.100000,-0.471038818,-0.007320686,-0.439241175,-0.001382921
1775350484.520542,2.302139,1,1.160000,0.600000,0.100000,-0.470993042,0.017839635,1.070378087,-0.002496856
1775350484.530412,2.312009,1,1.160000,0.600000,0.100000,-0.471099854,-0.007836913,-0.470214766,0.002683545
1775350484.544954,2.326551,1,1.160000,0.600000,0.100000,-0.471099854,-0.007905265,-0.474315919,-0.002308970
1775350484.557049,2.338646,1,1.160000,0.600000,0.100000,-0.471023560,0.008866560,0.531993583,-0.002496606
1775350484.567958,2.349555,1,1.160000,0.600000,0.100000,-0.471206665,-0.019265717,-1.155943014,-0.001097869
1775350484.578259,2.359855,1,1.160000,0.600000,0.100000,-0.471023560,0.001482015,0.088920908,0.001204398
1775350484.585216,2.366813,1,1.160000,0.600000,0.100000,-0.471084595,0.008286037,0.497162249,-0.001294431
1775350484.591602,2.373199,1,1.160000,0.600000,0.100000,-0.471115112,-0.003798784,-0.227927025,0.001482385
1775350484.598340,2.379937,1,1.160000,0.600000,0.100000,-0.471176147,-0.014102256,-0.846135356,-0.001100542
1775350484.604752,2.386349,1,1.160000,0.600000,0.100000,-0.471130371,0.009824571,0.589474272,-0.001200220
1775350484.611138,2.392735,1,1.160000,0.600000,0.100000,-0.471084595,0.005017169,0.301030157,-0.000000000
1775350484.617466,2.399063,1,1.160000,0.600000,0.100000,-0.471267700,-0.024292480,-1.457548812,0.001402845
1775350484.623917,2.405514,1,1.160000,0.600000,0.100000,-0.471130371,0.017464176,1.047850549,-0.001295476
1775350484.630276,2.411873,1,1.160000,0.600000,0.100000,-0.471008301,0.016982628,1.018957682,0.000087072
1775350484.636779,2.418376,1,1.160000,0.600000,0.100000,-0.471084595,-0.003050931,-0.183055848,0.001201644
1775350484.649300,2.430897,1,1.160000,0.600000,0.100000,-0.471008301,0.004819242,0.289154537,0.002409360
1775350484.657043,2.438640,1,1.160000,0.600000,0.100000,-0.471038818,-0.002788736,-0.167324189,-0.001292959
1775350484.666157,2.447754,1,1.160000,0.600000,0.100000,-0.471008301,0.006163927,0.369835636,-0.001467235
