run_number,weight_group,nominal_weight_kg,replicate_number,sample_index,port_used,capture_timestamp,time_ms,elapsed_ms,elapsed_s,raw_g,filtered_g,raw_kg,filtered_kg
3,2kg,2,3,61,COM16,2026-03-12 20:41:27,117620,5802,5.802,-2001.445,-2000.639,-2.001445,-2.000639
3,2kg,2,3,62,COM16,2026-03-12 20:41:27,117720,5902,5.902,-2001.011,-2000.695,-2.001011,-2.000695
3,2kg,2,3,63,COM16,2026-03-12 20:41:27,117820,6002,6.002,-1999.731,-2000.55,-1.999731,-2.00055
3,2kg,2,3,64,COM16,2026-03-12 20:41:27,117920,6102,6.102,-1999.022,-2000.321,-1.999022,-2.000321
3,2kg,2,3,65,COM16,2026-03-12 20:41:27,118020,6202,6.202,-1998.819,-2000.096,-1.998819,-2.000096
3,2kg,2,3,66,COM16,2026-03-12 20:41:27,118120,6302,6.302,-2000.299,-2000.126,-2.000299,-2.000126
3,2kg,2,3,67,COM16,2026-03-12 20:41:27,118170,6352,6.352,-2000.571,-2000.193,-2.000571,-2.000193
3,2kg,2,3,68,COM16,2026-03-12 20:41:27,118270,6452,6.452,-2000.357,-2000.218,-2.000357,-2.000218
3,2kg,2,3,69,COM16,2026-03-12 20:41:27,118370,6552,6.552,-2000.962,-2000.33,-2.000962,-2.00033
3,2kg,2,3,70,COM16,2026-03-12 20:41:27,118470,6652,6.652,-2001.788,-2000.548,-2.001788,-2.000548
3,2kg,2,3,71,COM16,2026-03-12 20:41:27,118570,6752,6.752,-2000.547,-2000.548,-2.000547,-2.000548
3,2kg,2,3,72,COM16,2026-03-12 20:41:27,118670,6852,6.852,-1999.852,-2000.444,-1.999852,-2.000444
3,2kg,2,3,73,COM16,2026-03-12 20:41:27,118770,6952,6.952,-2000.124,-2000.396,-2.000124,-2.000396
3,2kg,2,3,74,COM16,2026-03-12 20:41:27,118870,7052,7.052,-1999.503,-2000.262,-1.999503,-2.000262
3,2kg,2,3,75,COM16,2026-03-12 20:41:27,118970,7152,7.152,-1999.527,-2000.152,-1.999527,-2.000152
3,2kg,2,3,76,COM16,2026-03-12 20:41:27,119070,7252,7.252,-1999.495,-2000.053,-1.999495,-2.000053
3,2kg,2,3,77,COM16,2026-03-12 20:41:27,119170,7352,7.352,-1999.272,-1999.936,-1.999272,-1.999936
3,2kg,2,3,78,COM16,2026-03-12 20:41:27,119270,7452,7.452,-1999.876,-1999.927,-1.999876,-1.999927
3,2kg,2,3,79,COM16,2026-03-12 20:41:27,119370,7552,7.552,-2000.739,-2000.049,-2.000739,-2.000049
3,2kg,2,3,80,COM16,2026-03-12 20:41:27,119470,7652,7.652,-2001.78,-2000.309,-2.00178,-2.000309
3,2kg,2,3,81,COM16,2026-03-12 20:41:27,119570,7752,7.752,-2001.473,-2000.483,-2.001473,-2.000483
3,2kg,2,3,82,COM16,2026-03-12 20:41:27,119670,7852,7.852,-2001.462,-2000.63,-2.001462,-2.00063
3,2kg,2,3,83,COM16,2026-03-12 20:41:27,119720,7902,7.902,-1999.44,-2000.452,-1.99944,-2.000452
3,2kg,2,3,84,COM16,2026-03-12 20:41:27,119820,8002,8.002,-1998.841,-2000.21,-1.998841,-2.00021
3,2kg,2,3,85,COM16,2026-03-12 20:41:27,119920,8102,8.102,-1999.099,-2000.043,-1.999099,-2.000043
3,2kg,2,3,86,COM16,2026-03-12 20:41:27,120020,8202,8.202,-1999.442,-1999.953,-1.999442,-1.999953
3,2kg,2,3,87,COM16,2026-03-12 20:41:27,120120,8302,8.302,-2000.497,-2000.035,-2.000497,-2.000035
3,2kg,2,3,88,COM16,2026-03-12 20:41:27,120220,8402,8.402,-2000.401,-2000.09,-2.000401,-2.00009
3,2kg,2,3,89,COM16,2026-03-12 20:41:27,120320,8502,8.502,-2001.536,-2000.307,-2.001536,-2.000307
3,2kg,2,3,90,COM16,2026-03-12 20:41:27,120420,8602,8.602,-1998.788,-2000.079,-1.998788,-2.000079
3,2kg,2,3,91,COM16,2026-03-12 20:41:27,120520,8702,8.702,-1998.151,-1999.79,-1.998151,-1.99979
3,2kg,2,3,92,COM16,2026-03-12 20:41:27,120620,8802,8.802,-1999.5,-1999.747,-1.9995,-1.999747
3,2kg,2,3,93,COM16,2026-03-12 20:41:27,120720,8902,8.902,-1999.596,-1999.724,-1.999596,-1.999724
3,2kg,2,3,94,COM16,2026-03-12 20:41:27,120820,9002,9.002,-1999.368,-1999.671,-1.999368,-1.999671
3,2kg,2,3,95,COM16,2026-03-12 20:41:27,120920,9102,9.102,-1999.398,-1999.63,-1.999398,-1.99963
3,2kg,2,3,96,COM16,2026-03-12 20:41:27,121020,9202,9.202,-1999.299,-1999.58,-1.999299,-1.99958
3,2kg,2,3,97,COM16,2026-03-12 20:41:27,121120,9302,9.302,-1999.558,-1999.577,-1.999558,-1.999577
3,2kg,2,3,98,COM16,2026-03-12 20:41:27,121170,9352,9.352,-2001.83,-1999.915,-2.00183,-1.999915
3,2kg,2,3,99,COM16,2026-03-12 20:41:27,121270,9452,9.452,-2001.94,-2000.219,-2.00194,-2.000219
3,2kg,2,3,100,COM16,2026-03-12 20:41:27,121370,9552,9.552,-1999.706,-2000.142,-1.999706,-2.000142
3,2kg,2,3,101,COM16,2026-03-12 20:41:27,121470,9652,9.652,-1999.511,-2000.047,-1.999511,-2.000047
3,2kg,2,3,102,COM16,2026-03-12 20:41:27,121570,9752,9.752,-2001.297,-2000.235,-2.001297,-2.000235
3,2kg,2,3,103,COM16,2026-03-12 20:41:27,121670,9852,9.852,-2001.297,-2000.394,-2.001297,-2.000394
3,2kg,2,3,104,COM16,2026-03-12 20:41:27,121770,9952,9.952,-2000.995,-2000.484,-2.000995,-2.000484
3,2kg,2,3,105,COM16,2026-03-12 20:41:27,121870,10052,10.052,-2000.137,-2000.432,-2.000137,-2.000432
3,2kg,2,3,106,COM16,2026-03-12 20:41:27,121970,10152,10.152,-2000.481,-2000.44,-2.000481,-2.00044
3,2kg,2,3,107,COM16,2026-03-12 20:41:27,122070,10252,10.252,-2000.865,-2000.504,-2.000865,-2.000504
3,2kg,2,3,108,COM16,2026-03-12 20:41:27,122170,10352,10.352,-1999.527,-2000.357,-1.999527,-2.000357
3,2kg,2,3,109,COM16,2026-03-12 20:41:27,122270,10452,10.452,-1998.635,-2000.099,-1.998635,-2.000099
3,2kg,2,3,110,COM16,2026-03-12 20:41:27,122370,10552,10.552,-1998.484,-1999.857,-1.998484,-1.999857
3,2kg,2,3,111,COM16,2026-03-12 20:41:27,122470,10652,10.652,-1998.143,-1999.6,-1.998143,-1.9996
3,2kg,2,3,112,COM16,2026-03-12 20:41:27,122570,10752,10.752,-1998.937,-1999.5,-1.998937,-1.9995
3,2kg,2,3,113,COM16,2026-03-12 20:41:27,122670,10852,10.852,-2000.871,-1999.706,-2.000871,-1.999706
3,2kg,2,3,114,COM16,2026-03-12 20:41:27,122720,10902,10.902,-2000.484,-1999.823,-2.000484,-1.999823
3,2kg,2,3,115,COM16,2026-03-12 20:41:27,122820,11002,11.002,-1999.527,-1999.778,-1.999527,-1.999778
3,2kg,2,3,116,COM16,2026-03-12 20:41:27,122920,11102,11.102,-1999.788,-1999.78,-1.999788,-1.99978
3,2kg,2,3,117,COM16,2026-03-12 20:41:27,123020,11202,11.202,-1999.742,-1999.774,-1.999742,-1.999774
3,2kg,2,3,118,COM16,2026-03-12 20:41:27,123120,11302,11.302,-2000.049,-1999.816,-2.000049,-1.999816
3,2kg,2,3,119,COM16,2026-03-12 20:41:27,123220,11402,11.402,-2000.613,-1999.935,-2.000613,-1.999935
3,2kg,2,3,120,COM16,2026-03-12 20:41:27,123320,11502,11.502,-2000.547,-2000.027,-2.000547,-2.000027
3,2kg,2,3,121,COM16,2026-03-12 20:41:27,123420,11602,11.602,-2000.379,-2000.08,-2.000379,-2.00008
3,2kg,2,3,122,COM16,2026-03-12 20:41:27,123520,11702,11.702,-2000.953,-2000.211,-2.000953,-2.000211
3,2kg,2,3,123,COM16,2026-03-12 20:41:27,123620,11802,11.802,-2001.484,-2000.402,-2.001484,-2.000402
3,2kg,2,3,124,COM16,2026-03-12 20:41:27,123720,11902,11.902,-2000.907,-2000.478,-2.000907,-2.000478
3,2kg,2,3,125,COM16,2026-03-12 20:41:27,123820,12002,12.002,-1999.569,-2000.341,-1.999569,-2.000341
3,2kg,2,3,126,COM16,2026-03-12 20:41:27,123920,12102,12.102,-2000.412,-2000.352,-2.000412,-2.000352
3,2kg,2,3,127,COM16,2026-03-12 20:41:27,124020,12202,12.202,-1999.723,-2000.258,-1.999723,-2.000258
3,2kg,2,3,128,COM16,2026-03-12 20:41:27,124120,12302,12.302,-2000.113,-2000.236,-2.000113,-2.000236
3,2kg,2,3,129,COM16,2026-03-12 20:41:27,124220,12402,12.402,-2000.467,-2000.271,-2.000467,-2.000271
3,2kg,2,3,130,COM16,2026-03-12 20:41:27,124270,12452,12.452,-1998.698,-2000.035,-1.998698,-2.000035
3,2kg,2,3,131,COM16,2026-03-12 20:41:27,124370,12552,12.552,-2000.821,-2000.153,-2.000821,-2.000153
3,2kg,2,3,132,COM16,2026-03-12 20:41:27,124470,12652,12.652,-2000.92,-2000.268,-2.00092,-2.000268
3,2kg,2,3,133,COM16,2026-03-12 20:41:27,124570,12752,12.752,-2000.31,-2000.275,-2.00031,-2.000275
3,2kg,2,3,134,COM16,2026-03-12 20:41:27,124670,12852,12.852,-2000.61,-2000.325,-2.00061,-2.000325
3,2kg,2,3,135,COM16,2026-03-12 20:41:27,124770,12952,12.952,-2002.055,-2000.584,-2.002055,-2.000584
3,2kg,2,3,136,COM16,2026-03-12 20:41:27,124870,13052,13.052,-1999.893,-2000.481,-1.999893,-2.000481
3,2kg,2,3,137,COM16,2026-03-12 20:41:27,124970,13152,13.152,-1999.165,-2000.283,-1.999165,-2.000283
3,2kg,2,3,138,COM16,2026-03-12 20:41:27,125070,13252,13.252,-2000.577,-2000.327,-2.000577,-2.000327
3,2kg,2,3,139,COM16,2026-03-12 20:41:27,125170,13352,13.352,-2000.684,-2000.381,-2.000684,-2.000381
3,2kg,2,3,140,COM16,2026-03-12 20:41:27,125270,13452,13.452,-2000.599,-2000.414,-2.000599,-2.000414
3,2kg,2,3,141,COM16,2026-03-12 20:41:27,125370,13552,13.552,-1999.849,-2000.329,-1.999849,-2.000329
3,2kg,2,3,142,COM16,2026-03-12 20:41:27,125470,13652,13.652,-1999.093,-2000.144,-1.999093,-2.000144
3,2kg,2,3,143,COM16,2026-03-12 20:41:27,125570,13752,13.752,-1998.893,-1999.956,-1.998893,-1.999956
3,2kg,2,3,144,COM16,2026-03-12 20:41:27,125670,13852,13.852,-1999.887,-1999.946,-1.999887,-1.999946
3,2kg,2,3,145,COM16,2026-03-12 20:41:27,125720,13902,13.902,-1998.901,-1999.789,-1.998901,-1.999789
3,2kg,2,3,146,COM16,2026-03-12 20:41:27,125820,14002,14.002,-1998.687,-1999.624,-1.998687,-1.999624
3,2kg,2,3,147,COM16,2026-03-12 20:41:27,125920,14102,14.102,-2000.236,-1999.716,-2.000236,-1.999716
3,2kg,2,3,148,COM16,2026-03-12 20:41:27,126020,14202,14.202,-1999.981,-1999.756,-1.999981,-1.999756
3,2kg,2,3,149,COM16,2026-03-12 20:41:27,126120,14302,14.302,-1998.582,-1999.58,-1.998582,-1.99958
3,2kg,2,3,150,COM16,2026-03-12 20:41:27,126220,14402,14.402,-1998.808,-1999.464,-1.998808,-1.999464
3,2kg,2,3,151,COM16,2026-03-12 20:41:27,126320,14502,14.502,-1998.94,-1999.385,-1.99894,-1.999385
3,2kg,2,3,152,COM16,2026-03-12 20:41:27,126420,14602,14.602,-1999.349,-1999.38,-1.999349,-1.99938
3,2kg,2,3,153,COM16,2026-03-12 20:41:27,126520,14702,14.702,-1999.505,-1999.399,-1.999505,-1.999399
3,2kg,2,3,154,COM16,2026-03-12 20:41:27,126620,14802,14.802,-1999.264,-1999.379,-1.999264,-1.999379
3,2kg,2,3,155,COM16,2026-03-12 20:41:27,126720,14902,14.902,-1999.571,-1999.407,-1.999571,-1.999407
3,2kg,2,3,156,COM16,2026-03-12 20:41:27,126820,15002,15.002,-1999.187,-1999.374,-1.999187,-1.999374
3,2kg,2,3,157,COM16,2026-03-12 20:41:27,126920,15102,15.102,-1999.723,-1999.427,-1.999723,-1.999427
3,2kg,2,3,158,COM16,2026-03-12 20:41:27,127020,15202,15.202,-1999.533,-1999.443,-1.999533,-1.999443
3,2kg,2,3,159,COM16,2026-03-12 20:41:27,127120,15302,15.302,-1999.225,-1999.41,-1.999225,-1.99941
3,2kg,2,3,160,COM16,2026-03-12 20:41:27,127220,15402,15.402,-2000.212,-1999.53,-2.000212,-1.99953
3,2kg,2,3,161,COM16,2026-03-12 20:41:27,127270,15452,15.452,-2001.027,-1999.755,-2.001027,-1.999755
3,2kg,2,3,162,COM16,2026-03-12 20:41:27,127370,15552,15.552,-2000.659,-1999.891,-2.000659,-1.999891
3,2kg,2,3,163,COM16,2026-03-12 20:41:27,127470,15652,15.652,-2000.063,-1999.917,-2.000063,-1.999917
3,2kg,2,3,164,COM16,2026-03-12 20:41:27,127570,15752,15.752,-2000.255,-1999.968,-2.000255,-1.999968
4,4kg,4,1,1,COM16,2026-03-12 20:43:21,221092,2,0.002,-3942.695,-3942.695,-3.942695,-3.942695
4,4kg,4,1,2,COM16,2026-03-12 20:43:21,221142,52,0.052,-3942.942,-3942.732,-3.942942,-3.942732
4,4kg,4,1,3,COM16,2026-03-12 20:43:21,221242,152,0.152,-3942.717,-3942.73,-3.942717,-3.94273
4,4kg,4,1,4,COM16,2026-03-12 20:43:21,221292,202,0.202,-3941.662,-3942.57,-3.941662,-3.94257
4,4kg,4,1,5,COM16,2026-03-12 20:43:21,221392,302,0.302,-3941.412,-3942.396,-3.941412,-3.942396
4,4kg,4,1,6,COM16,2026-03-12 20:43:21,221492,402,0.402,-3942.97,-3942.483,-3.94297,-3.942483
4,4kg,4,1,7,COM16,2026-03-12 20:43:21,221592,502,0.502,-3943.069,-3942.571,-3.943069,-3.942571
4,4kg,4,1,8,COM16,2026-03-12 20:43:21,221692,602,0.602,-3942.423,-3942.549,-3.942423,-3.942549
4,4kg,4,1,9,COM16,2026-03-12 20:43:21,221792,702,0.702,-3943.239,-3942.652,-3.943239,-3.942652
4,4kg,4,1,10,COM16,2026-03-12 20:43:21,221892,802,0.802,-3942.42,-3942.618,-3.94242,-3.942618
4,4kg,4,1,11,COM16,2026-03-12 20:43:21,221992,902,0.902,-3941.374,-3942.431,-3.941374,-3.942431
4,4kg,4,1,12,COM16,2026-03-12 20:43:21,222092,1002,1.002,-3943.311,-3942.563,-3.943311,-3.942563
4,4kg,4,1,13,COM16,2026-03-12 20:43:21,222192,1102,1.102,-3943.811,-3942.75,-3.943811,-3.94275
4,4kg,4,1,14,COM16,2026-03-12 20:43:21,222292,1202,1.202,-3943.917,-3942.926,-3.943917,-3.942926
4,4kg,4,1,15,COM16,2026-03-12 20:43:21,222392,1302,1.302,-3941.698,-3942.741,-3.941698,-3.942741
4,4kg,4,1,16,COM16,2026-03-12 20:43:21,222492,1402,1.402,-3941.264,-3942.52,-3.941264,-3.94252
4,4kg,4,1,17,COM16,2026-03-12 20:43:21,222592,1502,1.502,-3941.428,-3942.356,-3.941428,-3.942356
4,4kg,4,1,18,COM16,2026-03-12 20:43:21,222692,1602,1.602,-3941.506,-3942.229,-3.941506,-3.942229
4,4kg,4,1,19,COM16,2026-03-12 20:43:21,222792,1702,1.702,-3942.83,-3942.319,-3.94283,-3.942319
4,4kg,4,1,20,COM16,2026-03-12 20:43:21,222842,1752,1.752,-3942.428,-3942.336,-3.942428,-3.942336
4,4kg,4,1,21,COM16,2026-03-12 20:43:21,222942,1852,1.852,-3941.222,-3942.169,-3.941222,-3.942169
4,4kg,4,1,22,COM16,2026-03-12 20:43:21,223042,1952,1.952,-3941.278,-3942.035,-3.941278,-3.942035
4,4kg,4,1,23,COM16,2026-03-12 20:43:21,223142,2052,2.052,-3942.03,-3942.034,-3.94203,-3.942034
4,4kg,4,1,24,COM16,2026-03-12 20:43:21,223242,2152,2.152,-3941.489,-3941.953,-3.941489,-3.941953
4,4kg,4,1,25,COM16,2026-03-12 20:43:21,223342,2252,2.252,-3943.594,-3942.199,-3.943594,-3.942199
4,4kg,4,1,26,COM16,2026-03-12 20:43:21,223442,2352,2.352,-3944.074,-3942.48,-3.944074,-3.94248
4,4kg,4,1,27,COM16,2026-03-12 20:43:21,223542,2452,2.452,-3942.472,-3942.479,-3.942472,-3.942479
4,4kg,4,1,28,COM16,2026-03-12 20:43:21,223642,2552,2.552,-3941.393,-3942.316,-3.941393,-3.942316
4,4kg,4,1,29,COM16,2026-03-12 20:43:21,223742,2652,2.652,-3941.937,-3942.26,-3.941937,-3.94226
4,4kg,4,1,30,COM16,2026-03-12 20:43:21,223842,2752,2.752,-3943.604,-3942.461,-3.943604,-3.942461
4,4kg,4,1,31,COM16,2026-03-12 20:43:21,223942,2852,2.852,-3942.461,-3942.461,-3.942461,-3.942461
4,4kg,4,1,32,COM16,2026-03-12 20:43:21,224042,2952,2.952,-3941.835,-3942.368,-3.941835,-3.942368
4,4kg,4,1,33,COM16,2026-03-12 20:43:21,224142,3052,3.052,-3942.341,-3942.364,-3.942341,-3.942364
4,4kg,4,1,34,COM16,2026-03-12 20:43:21,224242,3152,3.152,-3942.519,-3942.387,-3.942519,-3.942387
4,4kg,4,1,35,COM16,2026-03-12 20:43:21,224342,3252,3.252,-3941.981,-3942.326,-3.941981,-3.942326
4,4kg,4,1,36,COM16,2026-03-12 20:43:21,224392,3302,3.302,-3942.118,-3942.295,-3.942118,-3.942295
4,4kg,4,1,37,COM16,2026-03-12 20:43:21,224492,3402,3.402,-3942.508,-3942.327,-3.942508,-3.942327
4,4kg,4,1,38,COM16,2026-03-12 20:43:21,224592,3502,3.502,-3942.406,-3942.339,-3.942406,-3.942339
4,4kg,4,1,39,COM16,2026-03-12 20:43:21,224692,3602,3.602,-3942.387,-3942.347,-3.942387,-3.942347
4,4kg,4,1,40,COM16,2026-03-12 20:43:21,224792,3702,3.702,-3942.816,-3942.417,-3.942816,-3.942417
4,4kg,4,1,41,COM16,2026-03-12 20:43:21,224892,3802,3.802,-3942.626,-3942.449,-3.942626,-3.942449
4,4kg,4,1,42,COM16,2026-03-12 20:43:21,224992,3902,3.902,-3941.275,-3942.273,-3.941275,-3.942273
4,4kg,4,1,43,COM16,2026-03-12 20:43:21,225092,4002,4.002,-3942.278,-3942.273,-3.942278,-3.942273
4,4kg,4,1,44,COM16,2026-03-12 20:43:21,225192,4102,4.102,-3943.341,-3942.434,-3.943341,-3.942434
4,4kg,4,1,45,COM16,2026-03-12 20:43:21,225292,4202,4.202,-3942.844,-3942.495,-3.942844,-3.942495
4,4kg,4,1,46,COM16,2026-03-12 20:43:21,225392,4302,4.302,-3941.909,-3942.407,-3.941909,-3.942407
4,4kg,4,1,47,COM16,2026-03-12 20:43:21,225492,4402,4.402,-3942.536,-3942.427,-3.942536,-3.942427
4,4kg,4,1,48,COM16,2026-03-12 20:43:21,225592,4502,4.502,-3942.385,-3942.42,-3.942385,-3.94242
4,4kg,4,1,49,COM16,2026-03-12 20:43:21,225692,4602,4.602,-3941.478,-3942.279,-3.941478,-3.942279
4,4kg,4,1,50,COM16,2026-03-12 20:43:21,225792,4702,4.702,-3943.11,-3942.404,-3.94311,-3.942404
4,4kg,4,1,51,COM16,2026-03-12 20:43:21,225892,4802,4.802,-3942.654,-3942.441,-3.942654,-3.942441
4,4kg,4,1,52,COM16,2026-03-12 20:43:21,225942,4852,4.852,-3943.344,-3942.577,-3.943344,-3.942577
4,4kg,4,1,53,COM16,2026-03-12 20:43:21,226042,4952,4.952,-3943.126,-3942.659,-3.943126,-3.942659
4,4kg,4,1,54,COM16,2026-03-12 20:43:21,226142,5052,5.052,-3942.558,-3942.644,-3.942558,-3.942644
4,4kg,4,1,55,COM16,2026-03-12 20:43:21,226242,5152,5.152,-3942.651,-3942.645,-3.942651,-3.942645
4,4kg,4,1,56,COM16,2026-03-12 20:43:21,226342,5252,5.252,-3941.953,-3942.542,-3.941953,-3.942542
4,4kg,4,1,57,COM16,2026-03-12 20:43:21,226442,5352,5.352,-3942.835,-3942.586,-3.942835,-3.942586
4,4kg,4,1,58,COM16,2026-03-12 20:43:21,226542,5452,5.452,-3943.061,-3942.657,-3.943061,-3.942657
4,4kg,4,1,59,COM16,2026-03-12 20:43:21,226642,5552,5.552,-3942.591,-3942.647,-3.942591,-3.942647
4,4kg,4,1,60,COM16,2026-03-12 20:43:21,226742,5652,5.652,-3942.508,-3942.626,-3.942508,-3.942626
4,4kg,4,1,61,COM16,2026-03-12 20:43:21,226842,5752,5.752,-3941.876,-3942.514,-3.941876,-3.942514
4,4kg,4,1,62,COM16,2026-03-12 20:43:21,226942,5852,5.852,-3941.365,-3942.342,-3.941365,-3.942342
4,4kg,4,1,63,COM16,2026-03-12 20:43:21,227042,5952,5.952,-3943.148,-3942.463,-3.943148,-3.942463
4,4kg,4,1,64,COM16,2026-03-12 20:43:21,227142,6052,6.052,-3943.228,-3942.578,-3.943228,-3.942578
4,4kg,4,1,65,COM16,2026-03-12 20:43:21,227242,6152,6.152,-3942.363,-3942.546,-3.942363,-3.942546
4,4kg,4,1,66,COM16,2026-03-12 20:43:21,227342,6252,6.252,-3942.747,-3942.576,-3.942747,-3.942576
4,4kg,4,1,67,COM16,2026-03-12 20:43:21,227442,6352,6.352,-3944.25,-3942.827,-3.94425,-3.942827
4,4kg,4,1,68,COM16,2026-03-12 20:43:21,227492,6402,6.402,-3943.989,-3943.001,-3.943989,-3.943001
4,4kg,4,1,69,COM16,2026-03-12 20:43:21,227592,6502,6.502,-3943.187,-3943.029,-3.943187,-3.943029
4,4kg,4,1,70,COM16,2026-03-12 20:43:21,227692,6602,6.602,-3942.703,-3942.98,-3.942703,-3.94298
4,4kg,4,1,71,COM16,2026-03-12 20:43:21,227792,6702,6.702,-3942.503,-3942.909,-3.942503,-3.942909
4,4kg,4,1,72,COM16,2026-03-12 20:43:21,227892,6802,6.802,-3941.278,-3942.664,-3.941278,-3.942664
4,4kg,4,1,73,COM16,2026-03-12 20:43:21,227992,6902,6.902,-3941.594,-3942.504,-3.941594,-3.942504
4,4kg,4,1,74,COM16,2026-03-12 20:43:21,228092,7002,7.002,-3942.624,-3942.522,-3.942624,-3.942522
4,4kg,4,1,75,COM16,2026-03-12 20:43:21,228192,7102,7.102,-3943.167,-3942.619,-3.943167,-3.942619
4,4kg,4,1,76,COM16,2026-03-12 20:43:21,228292,7202,7.202,-3942.744,-3942.637,-3.942744,-3.942637
4,4kg,4,1,77,COM16,2026-03-12 20:43:21,228392,7302,7.302,-3941.841,-3942.518,-3.941841,-3.942518
4,4kg,4,1,78,COM16,2026-03-12 20:43:21,228492,7402,7.402,-3941.786,-3942.408,-3.941786,-3.942408
4,4kg,4,1,79,COM16,2026-03-12 20:43:21,228592,7502,7.502,-3942.876,-3942.479,-3.942876,-3.942479
4,4kg,4,1,80,COM16,2026-03-12 20:43:21,228692,7602,7.602,-3943.146,-3942.579,-3.943146,-3.942579
4,4kg,4,1,81,COM16,2026-03-12 20:43:21,228792,7702,7.702,-3942.453,-3942.56,-3.942453,-3.94256
4,4kg,4,1,82,COM16,2026-03-12 20:43:21,228892,7802,7.802,-3942.709,-3942.582,-3.942709,-3.942582
4,4kg,4,1,83,COM16,2026-03-12 20:43:21,228942,7852,7.852,-3942.354,-3942.548,-3.942354,-3.942548
4,4kg,4,1,84,COM16,2026-03-12 20:43:21,229042,7952,7.952,-3943.269,-3942.657,-3.943269,-3.942657
4,4kg,4,1,85,COM16,2026-03-12 20:43:21,229142,8052,8.052,-3942.269,-3942.599,-3.942269,-3.942599
4,4kg,4,1,86,COM16,2026-03-12 20:43:21,229242,8152,8.152,-3942.665,-3942.609,-3.942665,-3.942609
4,4kg,4,1,87,COM16,2026-03-12 20:43:21,229342,8252,8.252,-3941.854,-3942.496,-3.941854,-3.942496
4,4kg,4,1,88,COM16,2026-03-12 20:43:21,229442,8352,8.352,-3941.986,-3942.419,-3.941986,-3.942419
4,4kg,4,1,89,COM16,2026-03-12 20:43:21,229542,8452,8.452,-3942.181,-3942.384,-3.942181,-3.942384
4,4kg,4,1,90,COM16,2026-03-12 20:43:21,229642,8552,8.552,-3942.445,-3942.393,-3.942445,-3.942393
4,4kg,4,1,91,COM16,2026-03-12 20:43:21,229742,8652,8.652,-3942.074,-3942.345,-3.942074,-3.942345
4,4kg,4,1,92,COM16,2026-03-12 20:43:21,229842,8752,8.752,-3942.945,-3942.435,-3.942945,-3.942435
4,4kg,4,1,93,COM16,2026-03-12 20:43:21,229942,8852,8.852,-3942.327,-3942.419,-3.942327,-3.942419
4,4kg,4,1,94,COM16,2026-03-12 20:43:21,230042,8952,8.952,-3941.797,-3942.326,-3.941797,-3.942326
4,4kg,4,1,95,COM16,2026-03-12 20:43:21,230142,9052,9.052,-3943.22,-3942.46,-3.94322,-3.94246
4,4kg,4,1,96,COM16,2026-03-12 20:43:21,230242,9152,9.152,-3943.849,-3942.668,-3.943849,-3.942668
4,4kg,4,1,97,COM16,2026-03-12 20:43:21,230342,9252,9.252,-3943.189,-3942.747,-3.943189,-3.942747
4,4kg,4,1,98,COM16,2026-03-12 20:43:21,230442,9352,9.352,-3942.733,-3942.745,-3.942733,-3.942745
4,4kg,4,1,99,COM16,2026-03-12 20:43:21,230492,9402,9.402,-3941.42,-3942.546,-3.94142,-3.942546
4,4kg,4,1,100,COM16,2026-03-12 20:43:21,230592,9502,9.502,-3942.428,-3942.529,-3.942428,-3.942529
4,4kg,4,1,101,COM16,2026-03-12 20:43:21,230692,9602,9.602,-3942.846,-3942.577,-3.942846,-3.942577
4,4kg,4,1,102,COM16,2026-03-12 20:43:21,230792,9702,9.702,-3941.558,-3942.424,-3.941558,-3.942424
4,4kg,4,1,103,COM16,2026-03-12 20:43:21,230892,9802,9.802,-3941.494,-3942.284,-3.941494,-3.942284
4,4kg,4,1,104,COM16,2026-03-12 20:43:21,230992,9902,9.902,-3942.684,-3942.344,-3.942684,-3.942344
4,4kg,4,1,105,COM16,2026-03-12 20:43:21,231092,10002,10.002,-3943.401,-3942.503,-3.943401,-3.942503
4,4kg,4,1,106,COM16,2026-03-12 20:43:21,231192,10102,10.102,-3943.256,-3942.616,-3.943256,-3.942616
4,4kg,4,1,107,COM16,2026-03-12 20:43:21,231292,10202,10.202,-3942.434,-3942.589,-3.942434,-3.942589
4,4kg,4,1,108,COM16,2026-03-12 20:43:21,231392,10302,10.302,-3942.742,-3942.612,-3.942742,-3.942612
4,4kg,4,1,109,COM16,2026-03-12 20:43:21,231492,10402,10.402,-3942.822,-3942.644,-3.942822,-3.942644
4,4kg,4,1,110,COM16,2026-03-12 20:43:21,231592,10502,10.502,-3942.406,-3942.608,-3.942406,-3.942608
4,4kg,4,1,111,COM16,2026-03-12 20:43:21,231692,10602,10.602,-3941.607,-3942.458,-3.941607,-3.942458
4,4kg,4,1,112,COM16,2026-03-12 20:43:21,231792,10702,10.702,-3940.994,-3942.239,-3.940994,-3.942239
4,4kg,4,1,113,COM16,2026-03-12 20:43:21,231892,10802,10.802,-3942.591,-3942.292,-3.942591,-3.942292
4,4kg,4,1,114,COM16,2026-03-12 20:43:21,231992,10902,10.902,-3943.67,-3942.499,-3.94367,-3.942499
4,4kg,4,1,115,COM16,2026-03-12 20:43:21,232042,10952,10.952,-3942.442,-3942.49,-3.942442,-3.94249
4,4kg,4,1,116,COM16,2026-03-12 20:43:21,232142,11052,11.052,-3942.129,-3942.436,-3.942129,-3.942436
4,4kg,4,1,117,COM16,2026-03-12 20:43:21,232242,11152,11.152,-3942.456,-3942.439,-3.942456,-3.942439
